time,latitude,longitude,sst,nobs,mask
UTC,degrees_north,degrees_east,degree_C,,
2003-02-16T00:00:00Z,33.37,-119.22,14.588989,28,1
2003-02-16T00:00:00Z,33.37,-119.21,14.602631,28,1
2003-02-16T00:00:00Z,33.37,-119.2,14.618561,28,1
2003-02-16T00:00:00Z,33.37,-119.19,14.634766,28,1
2003-02-16T00:00:00Z,33.37,-119.18,14.650879,28,1
2003-02-16T00:00:00Z,33.37,-119.17,14.670898,28,1
2003-02-16T00:00:00Z,33.37,-119.16,14.699188,28,1
2003-02-16T00:00:00Z,33.37,-119.15,14.7341,28,1
2003-02-16T00:00:00Z,33.37,-119.14,14.771576,28,1
2003-02-16T00:00:00Z,33.37,-119.13,14.808716,28,1
2003-02-16T00:00:00Z,33.37,-119.12,14.842224,28,1
2003-02-16T00:00:00Z,33.37,-119.11,14.872314,28,1
2003-02-16T00:00:00Z,33.37,-119.1,14.90036,28,1
2003-02-16T00:00:00Z,33.37,-119.09,14.927032,28,1
2003-02-16T00:00:00Z,33.37,-119.08,14.952545,28,1
2003-02-16T00:00:00Z,33.37,-119.07,14.975586,28,1
2003-02-16T00:00:00Z,33.37,-119.06,14.993774,28,1
2003-02-16T00:00:00Z,33.37,-119.05,15.0060425,28,1
2003-02-16T00:00:00Z,33.37,-119.04,15.015503,28,1
2003-02-16T00:00:00Z,33.37,-119.03,15.0251465,28,1
2003-02-16T00:00:00Z,33.37,-119.02,15.036499,28,1
2003-02-16T00:00:00Z,33.37,-119.01,15.050293,28,1
2003-02-16T00:00:00Z,33.37,-119.0,15.065613,28,1
2003-02-16T00:00:00Z,33.37,-118.99,15.081055,28,1
2003-02-16T00:00:00Z,33.37,-118.98,15.0946045,28,1
2003-02-16T00:00:00Z,33.37,-118.97,15.105164,28,1
2003-02-16T00:00:00Z,33.37,-118.96,15.112579,28,1
2003-02-16T00:00:00Z,33.37,-118.95,15.118561,28,1
2003-02-16T00:00:00Z,33.37,-118.94,15.124268,28,1
2003-02-16T00:00:00Z,33.37,-118.93,15.131775,28,1
2003-02-16T00:00:00Z,33.37,-118.92,15.141052,28,1
2003-02-16T00:00:00Z,33.37,-118.91,15.149933,28,1
2003-02-16T00:00:00Z,33.38,-120.64,14.220001,28,1
2003-02-16T00:00:00Z,33.38,-120.63,14.227997,28,1
2003-02-16T00:00:00Z,33.38,-120.62,14.234619,28,1
2003-02-16T00:00:00Z,33.38,-120.61,14.237579,28,1
2003-02-16T00:00:00Z,33.38,-120.6,14.237274,28,1
2003-02-16T00:00:00Z,33.38,-120.59,14.235321,28,1
2003-02-16T00:00:00Z,33.38,-120.58,14.232239,28,1
2003-02-16T00:00:00Z,33.38,-120.57,14.22757,28,1
2003-02-16T00:00:00Z,33.38,-120.56,14.222717,28,1
2003-02-16T00:00:00Z,33.38,-120.55,14.219513,28,1
2003-02-16T00:00:00Z,33.38,-120.54,14.218536,28,1
2003-02-16T00:00:00Z,33.38,-120.53,14.218872,28,1
2003-02-16T00:00:00Z,33.38,-120.52,14.218597,28,1
2003-02-16T00:00:00Z,33.38,-120.51,14.215515,28,1
2003-02-16T00:00:00Z,33.38,-120.5,14.208588,28,1
